Salary,Year,Player,Position
1449000,2016,Justin Anderson, SG
1415520,2016,Mason Plumlee, PF
1404600,2016,Jordan Adams, SG
1391160,2016,Bobby Portis, PF
1362897,2016,Andrea Bargnani, C
1358880,2016,Solomon Hill, SF
1348440,2016,Rodney Hood, SF
1335480,2016,Rondae Hollis-Jefferson, SF
1320000,2016,Alonzo Gee, SF
1304520,2016,Tim Hardaway Jr., SG
1300000,2016,Nikola Jokic, C
1294440,2016,Shabazz Napier, PG
1282080,2016,Tyus Jones, PG
1276000,2016,Sasha Kaun, C
1270964,2016,Brandon Rush, F
1270964,2016,JaVale McGee, C
1270964,2016,Cartier Martin, PF
1252440,2016,Reggie Bullock, SF
1242720,2016,Clint Capela, C
1230840,2016,Jarell Martin, F
1210800,2016,Andre Roberson, SG
1201440,2016,P.J. Hairston, SF
1200000,2016,Boban Marjanovic, C
1185784,2016,Earl Clark, SF
1185784,2016,Reggie Williams, SF
1175880,2016,Rudy Gobert, C
1170960,2016,Jordan Mickey, F
1164858,2016,Toney Douglas, PG
1160160,2016,Archie Goodwin, SG
1159680,2016,CJ Wilcox, G
1155600,2016,Larry Nance Jr., PF
1150000,2016,Chris Copeland, SF
1149500,2016,Damjan Rudez, SF
1148640,2016,RJ Hunter, G
1147276,2016,Matthew Dellavedova, PG
1142880,2016,Kyle Anderson, SF
1140240,2016,Josh Huestis, F
1140240,2016,Chris McCullough, F
1131960,2016,Kevon Looney, PF
1100602,2016,Wesley Johnson, F
1100602,2016,Garrett Temple, SG
1100602,2016,Luke Babbitt, F
1100602,2016,Henry Walker, SF
1100602,2016,Jeremy Evans, F
1100602,2016,Cole Aldrich, C
1100000,2016,Glenn Robinson III, SF
1074169,2016,Richaun Holmes, C
1035000,2016,Jon Leuer, F
1015421,2016,James Anderson, SG
1015421,2016,Lester Hudson, SG
1015421,2016,Joey Dorsey, PF
1015421,2016,E'Twaun Moore, SG
1015421,2016,Jordan Hamilton, SG
1007026,2016,Rakeem Christmas, PF
1007026,2016,Joe Young, G
1000000,2016,Kris Humphries, PF
1000000,2016,Montrezl Harrell, PF
1000000,2016,Robert Covington, PF
1000000,2016,Edy Tavares, C
981348,2016,Hassan Whiteside, C
981348,2016,Quincy Acy, F
981348,2016,Jerel McNeal, SG
981348,2016,John Jenkins, G
981348,2016,Quincy Miller, F
981348,2016,Chris Johnson, SG
981348,2016,Robert Sacre, C
981348,2016,Thomas Robinson, F
947726,2016,Pablo Prigioni, PG
947276,2016,Tyler Hansbrough, PF
947276,2016,Ish Smith, PG
947276,2016,Henry Sims, C
947276,2016,Mike Muscala, PF
947276,2016,Matt Bonner, C
947276,2016,Hollis Thompson, F
947276,2016,Grant Jerrett, PF
947276,2016,Ronnie Price, PG
947276,2016,Ricky Ledo, SG
947276,2016,Sasha Vujacic, SG
947276,2016,Allen Crabbe, G
947276,2016,John Lucas III, PG
947276,2016,Rasual Butler, SF
947276,2016,Tayshaun Prince, SF
947276,2016,Isaiah Canaan, G
947276,2016,Jared Cunningham, G
947276,2016,Jason Terry, G
947276,2016,Amar'e Stoudemire, C
947276,2016,Metta World Peace, SF
947276,2016,Justin Holiday, SF
947276,2016,Damien Wilkins, SG
947276,2016,Anthony Bennett, F
947276,2016,Luc Mbah a Moute, PF
947276,2016,Chuck Hayes, PF
947276,2016,Chris Babb, SG
947276,2016,Jamaal Franklin, SG
947276,2016,Troy Daniels, SG
947276,2016,Donald Sloan, G
947276,2016,Gerald Green, SG
947276,2016,Richard Jefferson, F
947276,2016,Mike Miller, SG
947276,2016,Jeff Withey, C
947276,2016,Seth Curry, SG
947276,2016,Charlie Villanueva, PF
947276,2016,Samuel Dalembert, C
947276,2016,Austin Daye, SF
947276,2016,Kendrick Perkins, C
947276,2016,James Jones, SG
947276,2016,Willie Reed, C
947276,2016,Ian Clark, G
947276,2016,Nate Robinson, PG
947276,2016,Josh Smith, PF
947276,2016,Dewayne Dedmon, C
947276,2016,Jason Richardson, SG
900000,2016,Raul Neto, PG
874837,2016,Jimmer Fredette, G
855000,2016,Damien Inglis, SF
845059,2016,Jarnell Stokes, C
845059,2016,Russ Smith, PG
845059,2016,Jordan Clarkson, PG
845059,2016,Eric Moreland, C
845059,2016,Markel Brown, G
845059,2016,Nick Johnson, G
845059,2016,Jack Cooley, F
845059,2016,Terrico White, G
845059,2016,James Michael McAdoo, SF
845059,2016,James Ennis III, SF
845059,2016,Cleanthony Early, SF
845059,2016,Johnny O'Bryant III, PF
845059,2016,Spencer Dinwiddie, PG
845059,2016,Tyler Johnson, SG
845059,2016,Joe Harris, SF
845059,2016,Jabari Brown, SG
845059,2016,Marcus Landry, SF
845059,2016,Keith Benson, PF
845059,2016,David Stockton, G
845059,2016,JaMychal Green, PF
845059,2016,Shayne Whittington, PF
845059,2016,Tarik Black, C
845059,2016,Devyn Marble, G
845059,2016,Adonis Thomas, SG
845059,2016,Langston Galloway, SG
845059,2016,Cameron Bairstow, PF
845059,2016,Tim Frazier, PG
845059,2016,Jerami Grant, PF
845059,2016,Elijah Millsap, F
845059,2016,Dwight Powell, C
800321,2016,Kostas Papanikolaou, SF
700902,2016,Bryce Cotton, G
700000,2016,Anthony Brown, F
650000,2016,Norman Powell, SG
625093,2016,Pat Connaughton, SG
600000,2016,Darrun Hilliard, G
561716,2016,Jarell Eddie, F
525093,2016,Jarrid Famous, PF
525093,2016,Ronald Roberts Jr., PF
525093,2016,Jonathon Simmons, G
525093,2016,Duje Dukan, PF
525093,2016,Deonte Burton, PG
525093,2016,Kyle Casey, SF
525093,2016,Josh Richardson, SG
525093,2016,Scottie Wilbekin, PG
525093,2016,Branden Dawson, SF
525093,2016,Melvin Ejim, SF
525093,2016,Maurice Ndour, SF
525093,2016,Shannon Scott, G
525093,2016,J.J. O'Brien, SF
525093,2016,Greg Whittington, SF
525093,2016,Corey Hawkins, PG
525093,2016,Robert Upshaw, C
525093,2016,Jamil Wilson, SF
525093,2016,T.J. McConnell, PG
525093,2016,Michael Frazier, SG
525093,2016,Marcelinho Huertas, PG
525093,2016,Luis Montero, SG
525093,2016,Christian Wood, PF
525093,2016,Aaron Harrison, G
525093,2016,Brandon Ashley, F
525093,2016,Salah Mejri, C
525093,2016,Pierre Jackson, PG
525093,2016,Cristiano Felicio, PF
525093,2016,Cliff Alexander, PF
525093,2016,Bo McCalebb, PG
525093,2016,Jonathan Holmes, PF
525093,2016,Terran Petteway, SG
525093,2016,Treveon Graham, SG
525093,2016,Lamar Patterson, SG
306527,2016,Michael Beasley, F
295327,2016,Steve Novak, SF
289755,2016,Anderson Varejao, C
273038,2016,JJ Hickson, C
261894,2016,Joe Johnson, G
258489,2016,JaKarr Sampson, SF
250750,2016,Andre Miller, PG
245177,2016,Jason Thompson, PF
239605,2016,Ryan Hollins, C
222888,2016,Nazr Mohammed, C
211744,2016,Ty Lawson, G
206192,2016,Chase Budinger, SF
200600,2016,Kevin Martin, SG
200600,2016,Marcus Thornton, SG
200600,2016,Andrew Goudelock, PG
189455,2016,Jorge Gutierrez, G
169883,2016,Bryce Dejean-Jones, SG
167406,2016,Tony Wroten, SG
134215,2016,Sean Kilpatrick, G
111444,2016,Lorenzo Brown, G
111444,2016,Jeff Ayres, F
111196,2016,Jordan McRae, SG
99418,2016,Erick Green, PG
83397,2016,Alan Williams, C
61776,2016,Keith Appling, PG
55722,2016,Orlando Johnson, SG
55722,2016,Phil Pressey, PG
55722,2016,Elliot Williams, SG
49709,2016,Cory Jefferson, F
30888,2016,Thanasis Antetokounmpo, SF
23500000,2015,Kobe Bryant, SF
23180790,2015,Joe Johnson, G
22458401,2015,Carmelo Anthony, PF
21436271,2015,Dwight Howard, C
20644400,2015,Chris Bosh, PF
20644400,2015,LeBron James, SF
20068563,2015,Chris Paul, PG
19754465,2015,Deron Williams, PG
19317326,2015,Rudy Gay, SF
18995624,2015,Kevin Durant, SF
18862876,2015,Derrick Rose, PG
17674613,2015,Blake Griffin, PF
16500000,2015,Zach Randolph, F
16006000,2015,LaMarcus Aldridge, PF
15937290,2015,Paul George, SG
15829688,2015,Marc Gasol, C
15719063,2015,Kevin Love, PF
15719062,2015,Brook Lopez, C
15719062,2015,Russell Westbrook, PG
15012000,2015,David Lee, PF
15000000,2015,Dwyane Wade, G
14898938,2015,Eric Gordon, SG
14898938,2015,Roy Hibbert, C
14846888,2015,Tyson Chandler, C
14746000,2015,John Wall, PG
14746000,2015,DeMarcus Cousins, C
14746000,2015,Gordon Hayward, SF
14728844,2015,James Harden, SG
14700000,2015,Chandler Parsons, SF
13500000,2015,Al Jefferson, C
13000000,2015,Eric Bledsoe, PG
13000000,2015,Nene Hilario, C
12972973,2015,Andrew Bogut, C
12950000,2015,Derrick Favors, C
12909090,2015,Rajon Rondo, PG
12700000,2015,Joakim Noah, C
12500000,2015,Tony Parker, G
12350000,2015,Serge Ibaka, C
12289544,2015,Andre Iguodala, SG
12100000,2015,Nikola Pekovic, C
12000000,2015,Kyle Lowry, PG
12000000,2015,Al Horford, PF
12000000,2015,Kevin Garnett, PF
12000000,2015,David West, F
11765500,2015,Nicolas Batum, SG
11595506,2015,Ty Lawson, G
11500000,2015,Andrea Bargnani, C
11440123,2015,DeAndre Jordan, C
11265416,2015,Tyreke Evans, G
11250000,2015,JaVale McGee, C
11000000,2015,Larry Sanders, PF
10854850,2015,Danilo Gallinari, PF
10629213,2015,Stephen Curry, PG
10434782,2015,Marcin Gortat, C
10361446,2015,Tim Duncan, C
10105855,2015,Gerald Wallace, SF
10100000,2015,DeMar DeRozan, SF
9904495,2015,Jrue Holiday, SG
9714461,2015,Luol Deng, F
9704545,2015,Anderson Varejao, C
9701000,2015,Steve Nash, PG
9500000,2015,Paul Millsap, PF
9410869,2015,Thaddeus Young, PF
9250000,2015,Tiago Splitter, C
9200000,2015,Jeff Green, PF
9000000,2015,Jordan Hill, C
9000000,2015,Lance Stephenson, G
8694216,2015,Mike Conley, PG
8579089,2015,Trevor Ariza, SF
8579088,2015,Channing Frye, F
8575000,2015,Marcus Thornton, SG
8491500,2015,Ryan Anderson, PF
8374646,2015,Jeremy Lin, G
8374646,2015,Omer Asik, C
8360000,2015,Monta Ellis, SG
8000000,2015,Taj Gibson, C
8000000,2015,Brandon Jennings, G
8000000,2015,O.J. Mayo, SG
8000000,2015,George Hill, PG
8000000,2015,Jeff Teague, PG
7974482,2015,Dirk Nowitzki, F
7900000,2015,Ersan Ilyasova, PF
7707865,2015,Tayshaun Prince, SF
7500000,2015,Boris Diaw, C
7500000,2015,Arron Afflalo, G
7500000,2015,Goran Dragic, PG
7245640,2015,Wesley Matthews, SG
7238606,2015,Isaiah Thomas, PG
7191011,2015,Avery Bradley, PG
7128000,2015,Pau Gasol, PF
7097191,2015,Jose Calderon, G
7070730,2015,Kyrie Irving, PG
7000000,2015,Manu Ginobili, G
7000000,2015,Amir Johnson, F
7000000,2015,Marvin Williams, F
6900000,2015,Brandon Bass, PF
6792500,2015,Kevin Martin, SG
6792500,2015,JJ Redick, SG
6757913,2015,Wilson Chandler, SF
6601125,2015,Jason Richardson, SG
6515510,2015,JR Smith, SG
6500000,2015,Carl Landry, PF
6400000,2015,Greivis Vasquez, PG
6331404,2015,Derrick Williams, PF
6300000,2015,Jarrett Jack, G
6253521,2015,Kyle Korver, SG
6250000,2015,Landry Fields, SG
6124729,2015,Robin Lopez, C
6037500,2015,Jason Thompson, PF
6000000,2015,Jodie Meeks, G
6000000,2015,Gerald Henderson, SG
5958750,2015,Chuck Hayes, PF
5850313,2015,Jason Terry, G
5831326,2015,Patrick Patterson, PF
5700000,2015,P.J. Tucker, PF
5694674,2015,Enes Kanter, C
5607240,2015,Anthony Davis, PF
5563920,2015,Anthony Bennett, F
5510640,2015,Andrew Wiggins, SF
5479934,2015,Greg Monroe, C
5450000,2015,Jamal Crawford, SG
5450000,2015,Lou Williams, SG
5450000,2015,Courtney Lee, SG
5381750,2015,JJ Hickson, C
5381750,2015,Martell Webster, SF
5375000,2015,Chris Andersen, PF
5305000,2015,Nikola Mirotic, F
5305000,2015,Spencer Hawes, PF
5305000,2015,Paul Pierce, SF
5305000,2015,Shaun Livingston, G
5305000,2015,Josh McRoberts, PF
5285817,2015,Keith Bogans, SG
5200000,2015,Zaza Pachulia, C
5138430,2015,Tristan Thompson, C
5016960,2015,Michael Kidd-Gilchrist, SF
5000000,2015,Chase Budinger, SF
5000000,2015,Trevor Booker, F
5000000,2015,Brandan Wright, F
4994420,2015,Nick Young, G
4978200,2015,Victor Oladipo, SG
4930560,2015,Jabari Parker, PF
4868499,2015,Luis Scola, F
4831461,2015,Tony Allen, SG
4800000,2015,Chris Kaman, C
4797664,2015,Darren Collison, G
4797664,2015,Kostas Papanikolaou, SF
4702500,2015,Corey Brewer, SG
4660479,2015,Ricky Rubio, PG
4650000,2015,Andre Miller, PG
4650000,2015,Timofey Mozgov, C
4505280,2015,Bradley Beal, SG
4500000,2015,Caron Butler, SF
4500000,2015,Jonas Jerebko, F
4500000,2015,Ben Gordon, SG
4470480,2015,Otto Porter Jr., SF
4427640,2015,Joel Embiid, C
4382576,2015,Luc Mbah a Moute, PF
4250000,2015,Kris Humphries, PF
4250000,2015,Jared Dudley, SF
4205000,2015,C.J. Miles, SG
4150000,2015,Thabo Sefolosha, SF
4062000,2015,Dion Waiters, SG
4051527,2015,Samuel Dalembert, C
4030560,2015,Cody Zeller, C
4025000,2015,Danny Green, SG
4000000,2015,Mario Chalmers, G
4000000,2015,Ian Mahinmi, C
3992040,2015,Aaron Gordon, PF
3965074,2015,Mo Williams, PG
3911981,2015,Vince Carter, G
3898692,2015,Kevin Seraphin, C
3878896,2015,Devin Harris, G
3873398,2015,Bismack Biyombo, C
3842105,2015,Patty Mills, PG
3800000,2015,Joel Anthony, C
3793693,2015,Raymond Felton, G
3678360,2015,Jonas Valanciunas, C
3678360,2015,Thomas Robinson, F
3657500,2015,Marreese Speights, F
3649920,2015,Alex Len, C
3615000,2015,Dante Exum, PG
3553917,2015,Brandon Knight, PG
3500000,2015,Gerald Green, SG
3457149,2015,Darrell Arthur, F
3445947,2015,Steve Novak, SF
3396250,2015,Matt Barnes, SF
3368100,2015,Mirza Teletovic, PF
3340920,2015,Damian Lillard, PG
3333333,2015,Mike Scott, PF
3326235,2015,Tyler Hansbrough, PF
3326235,2015,Andrei Kirilenko, SF
3326235,2015,Mike Dunleavy, SG
3315120,2015,Nerlens Noel, C
3283320,2015,Marcus Smart, PG
3282056,2015,Alexey Shved, PG
3278000,2015,Bojan Bogdanovic, SF
3278000,2015,Evan Turner, SG
3278000,2015,Jason Smith, F
3272091,2015,Kemba Walker, PG
3251000,2015,Carlos Boozer, PF
3250000,2015,Carlos Delfino, SG
3250000,2015,Gary Neal, PG
3200000,2015,Anthony Morrow, SG
3150000,2015,Dorell Wright, SF
3146068,2015,Quincy Pondexter, F
3135000,2015,Chris Copeland, SF
3075880,2015,Klay Thompson, SG
3049920,2015,Harrison Barnes, SF
3034356,2015,Alec Burks, SG
3026280,2015,Ben McLemore, SF
3013512,2015,Joel Freeland, C
3000000,2015,Anthony Tolliver, PF
3000000,2015,Kosta Koufos, C
3000000,2015,D.J. Augustin, PG
3000000,2015,Travis Outlaw, SF
3000000,2015,Randy Foye, SG
3000000,2015,Jerryd Bayless, G
2997360,2015,Julius Randle, PF
2989239,2015,Markieff Morris, PF
2963232,2015,Furkan Aldemir, PF
2943221,2015,Marcus Morris Sr., SF
2915908,2015,Will Bynum, PG
2894059,2015,Kawhi Leonard, SF
2873750,2015,Marco Belinelli, SG
2793960,2015,Terrence Ross, SG
2772480,2015,Kentavious Caldwell-Pope, SG
2751260,2015,Nikola Vucevic, C
2750000,2015,Luke Ridnour, PG
2745840,2015,Nik Stauskas, G
2732000,2015,Brian Roberts, PG
2732000,2015,Udonis Haslem, PF
2732000,2015,Jameer Nelson, G
2732000,2015,Mike Miller, SG
2732000,2015,Kirk Hinrich, SG
2616975,2015,Iman Shumpert, SG
2568360,2015,Andre Drummond, C
2548560,2015,Trey Burke, PG
2524200,2015,Noah Vonleh, PF
2500000,2015,James Johnson, PF
2442455,2015,DeMarre Carroll, SF
2439840,2015,Austin Rivers, PG
2433333,2015,Shelvin Mack, G
2421000,2015,CJ McCollum, SG
2397840,2015,Elfrid Payton, PG
2380594,2015,Tobias Harris, SF
2317920,2015,Meyers Leonard, C
2300040,2015,Michael Carter-Williams, PG
2277960,2015,Doug McDermott, SF
2249768,2015,Kenneth Faried, F
2242003,2015,Nick Collison, F
2213668,2015,Brendan Haywood, C
2204369,2015,Reggie Jackson, PG
2202000,2015,Jeremy Lamb, SG
2184960,2015,Steven Adams, C
2090000,2015,Vitor Faverani, C
2077000,2015,Ramon Sessions, G
2077000,2015,Jordan Farmar, PG
2077000,2015,Aron Baynes, C
2077000,2015,C.J. Watson, PG
2077000,2015,Danny Granger, SF
2077000,2015,Beno Udrih, PG
2077000,2015,Steve Blake, PG
2077000,2015,Josh Smith, PF
2075760,2015,Kelly Olynyk, PF
2055840,2015,Zach LaVine, PG
2038206,2015,Norris Cole, F
2023261,2015,Cory Joseph, PG
2008748,2015,Jimmy Butler, SF
2000000,2015,Kent Bazemore, SG
2000000,2015,DeJuan Blair, C
2000000,2015,John Salmons, SF
2000000,2015,Elton Brand, PF
1987320,2015,John Henson, PF
1971960,2015,Shabazz Muhammad, F
1953120,2015,T.J. Warren, SF
1887840,2015,Maurice Harkless, SF
1873200,2015,Giannis Antetokounmpo, PF
1855320,2015,Adreian Payne, PF
1828750,2015,Jeff Ayres, F
1825359,2015,Anthony Randolph, SF
1794871,2015,Jeremy Evans, F
1790281,2015,Joffrey Lauvergne, F
1768653,2015,Reggie Evans, C
1762680,2015,Lucas Nogueira, C
1762680,2015,Jusuf Nurkic, C
1750000,2015,Luigi Datome, SF
1706225,2015,Zoran Dragic, SG
1703760,2015,Tyler Zeller, C
1690680,2015,Dennis Schroder, PG
1674480,2015,James Young, G
1662961,2015,Pablo Prigioni, PG
1650000,2015,Ryan Kelly, PF
1618680,2015,Terrence Jones, PF
1606080,2015,Shane Larkin, G
1590720,2015,Tyler Ennis, G
1545840,2015,Andrew Nicholson, F
1533840,2015,Sergey Karasev, SG
1519200,2015,Gary Harris, SG
1500000,2015,Ronny Turiaf, C
1500000,2015,Miroslav Raduljica, C
1483920,2015,Donatas Motiejunas, F
1483920,2015,Evan Fournier, SG
1472400,2015,Tony Snell, SF
1458360,2015,Bruno Caboclo, SF
1450878,2015,Scotty Hopson, SG
1448490,2015,Willie Green, SG
1448490,2015,Lamar Odom, PF
1448490,2015,Mike James, PG
1424520,2015,Jared Sullinger, C
1413480,2015,Gorgui Dieng, C
1400040,2015,Mitch McGary, PF
1370000,2015,Victor Claver, PF
1357080,2015,Mason Plumlee, PF
1344120,2015,Jordan Adams, SG
1316809,2015,Melvin Ely, C
1312920,2015,John Jenkins, G
1310286,2015,Josh Powell, PF
1310286,2015,Ronnie Brewer, SF
1302840,2015,Solomon Hill, SF
1290360,2015,Rodney Hood, SF
1276061,2015,Alan Anderson, SG
1250640,2015,Tim Hardaway Jr., SG
1250000,2015,Hasheem Thabeet, C
1250000,2015,Pero Antic, PF
1238640,2015,Shabazz Napier, PG
1227985,2015,Shawne Williams, SF
1227985,2015,Aaron Gray, C
1227985,2015,Shavlik Randolph, PF
1210080,2015,Tony Wroten, SG
1200720,2015,Reggie Bullock, SF
1189200,2015,Clint Capela, C
1169880,2015,Miles Plumlee, C
1160880,2015,Andre Roberson, SG
1149720,2015,P.J. Hairston, SF
1145685,2015,Brandon Rush, F
1145685,2015,Hilton Armstrong, PF
1145685,2015,Cartier Martin, PF
1136160,2015,Arnett Moultrie, PF
1129200,2015,Perry Jones, SF
1127400,2015,Rudy Gobert, C
1120920,2015,Marquis Teague, G
1112880,2015,Festus Ezeli, C
1112280,2015,Archie Goodwin, SG
1109760,2015,CJ Wilcox, G
1104240,2015,Nemanja Nedovic, PG
1100000,2015,Damjan Rudez, SF
1093680,2015,Kyle Anderson, SF
1090000,2015,Kyle Singler, F
1082000,2015,Xavier Henry, SG
1000000,2015,Robert Covington, PF
981084,2015,Ed Davis, C
981084,2015,Al-Farouq Aminu, PF
981084,2015,Garrett Temple, SG
981084,2015,Luke Babbitt, F
981084,2015,Alexis Ajinca, C
967500,2015,Jon Leuer, F
948163,2015,Josh Harrellson, C
948163,2015,Greg Smith, PF
948163,2015,Jeremy Tyler, C
948163,2015,Donald Sloan, G
948163,2015,Joey Dorsey, PF
948163,2015,E'Twaun Moore, SG
915243,2015,Jeffery Taylor, SF
915243,2015,Jason Maxiell, PF
915243,2015,Jannero Pargo, PG
915243,2015,Omri Casspi, F
915243,2015,Ryan Hollins, C
915243,2015,Lavoy Allen, F
915243,2015,Wesley Johnson, F
915243,2015,Drew Gooden, PF
915243,2015,Henry Sims, C
915243,2015,Ekpe Udoh, F
915243,2015,Chris Wright, SF
915243,2015,Sebastian Telfair, PG
915243,2015,Nazr Mohammed, C
915243,2015,Matt Bonner, C
915243,2015,Diante Garrett, PG
915243,2015,Greg Stiemsma, C
915243,2015,Quincy Acy, F
915243,2015,Jimmer Fredette, G
915243,2015,Ronnie Price, PG
915243,2015,Leandro Barbosa, G
915243,2015,Kyle O'Quinn, C
915243,2015,Jarvis Varnado, PF
915243,2015,Wayne Ellington, SG
915243,2015,Kyrylo Fesenko, C
915243,2015,Aaron Brooks, G
915243,2015,Rasual Butler, SF
915243,2015,Khris Middleton, SF
915243,2015,Kendall Marshall, PG
915243,2015,Jared Cunningham, G
915243,2015,Jae Crowder, SF
915243,2015,Shannon Brown, PG
915243,2015,Patrick Beverley, PG
915243,2015,Glen Davis, PF
915243,2015,Hedo Turkoglu, SF
915243,2015,Rodney Stuckey, PG
915243,2015,Francisco Garcia, SG
915243,2015,Draymond Green, PF
915243,2015,Will Barton, SF
915243,2015,Alonzo Gee, SF
915243,2015,Richard Jefferson, F
915243,2015,Doron Lamb, SG
915243,2015,Ivan Johnson, PF
915243,2015,Charlie Villanueva, PF
915243,2015,Rashard Lewis, PF
915243,2015,James Jones, SG
915243,2015,Shawn Marion, SG
915243,2015,Robert Sacre, C
915243,2015,Darius Miller, SF
915243,2015,Chris Douglas-Roberts, SG
915243,2015,Cole Aldrich, C
909859,2015,J.J. Barea, PG
884879,2015,Joe Harris, SF
884879,2015,Devyn Marble, G
884879,2015,Jerami Grant, PF
880000,2015,Robbie Hummel, SF
862000,2015,Allen Crabbe, G
861405,2015,Ish Smith, PG
820000,2015,Damien Inglis, SF
816842,2015,Isaiah Canaan, G
816482,2015,Ray McCallum, PG
816482,2015,Nick Calathes, SG
816482,2015,Justin Hamilton, C
816482,2015,Carrick Felix, SG
816482,2015,Glen Rice Jr., SG
816482,2015,Casper Ware, G
816482,2015,Nate Wolters, PG
816482,2015,Mike Muscala, PF
816482,2015,Hollis Thompson, F
816482,2015,Grant Jerrett, PF
816482,2015,James Southerland, SF
816482,2015,Peyton Siva, PG
816482,2015,Brandon Davies, PF
816482,2015,Justin Holiday, SF
816482,2015,Tony Mitchell, PF
816482,2015,Phil Pressey, PG
816482,2015,Chris Babb, SG
816482,2015,Ognjen Kuzmic, C
816482,2015,Dwight Buycks, G
816482,2015,Jamaal Franklin, SG
816482,2015,Troy Daniels, SG
816482,2015,Jeff Withey, C
816482,2015,Matthew Dellavedova, PG
816482,2015,Dionte Christmas, SG
816482,2015,Ian Clark, G
816482,2015,Jerome Jordan, C
816482,2015,Erik Jay Murphy, PF
816482,2015,Dewayne Dedmon, C
769881,2015,Hassan Whiteside, C
742962,2015,Jeff Adrien, SF
725000,2015,Jarnell Stokes, C
716043,2015,Dante Cunningham, F
710659,2015,Malcolm Lee, SG
702756,2015,Darius Morris, G
700000,2015,Spencer Dinwiddie, PG
635827,2015,Malcolm Thomas, PF
633974,2015,Gal Mekel, PG
600000,2015,Johnny O'Bryant III, PF
507336,2015,Russ Smith, PG
507336,2015,Brady Heslip, SG
507336,2015,Joe Ingles, SG
507336,2015,Eric Griffin, F
507336,2015,Jordan Clarkson, PG
507336,2015,Erick Green, PG
507336,2015,KJ McDaniels, F
507336,2015,Eric Moreland, C
507336,2015,Markel Brown, G
507336,2015,Nick Johnson, G
507336,2015,Sim Bhullar, C
507336,2015,Glenn Robinson III, SF
507336,2015,Cory Jefferson, F
507336,2015,James Ennis III, SF
507336,2015,Khem Birch, PF
507336,2015,Keith Appling, PG
507336,2015,Cleanthony Early, SF
507336,2015,Alex Kirk, C
507336,2015,Travis Wear, F
507336,2015,JaKarr Sampson, SF
507336,2015,Shayne Whittington, PF
507336,2015,Tarik Black, C
507336,2015,Cameron Bairstow, PF
507336,2015,Pierre Jackson, PG
507336,2015,Dwight Powell, C
507336,2015,Patric Young, PF
495399,2015,Will Cherry, F
486446,2015,Kalin Lucas, G
468540,2015,Drew Gordon, C
414551,2015,Kenyon Martin, PF
409167,2015,Lou Amundson, PF
403784,2015,Lance Thomas, SF
387632,2015,Dahntay Jones, SG
379010,2015,Patrick Christopher, SG
373041,2015,Ronald Roberts Jr., PF
344036,2015,Reggie Williams, SF
306876,2015,Amar'e Stoudemire, C
283367,2015,Lorenzo Brown, G
274573,2015,Kendrick Perkins, C
269189,2015,John Lucas III, PG
241731,2015,Elijah Millsap, F
236886,2015,Bernard James, C
235762,2015,Langston Galloway, SG
199950,2015,Tyler Johnson, SG
196217,2015,Henry Walker, SF
195440,2015,Michael Beasley, F
183049,2015,Quincy Miller, F
183049,2015,Earl Barron, C
167122,2015,James Michael McAdoo, SF
150591,2015,Jordan Hamilton, SG
134295,2015,JaMychal Green, PF
107676,2015,Toney Douglas, PG
107676,2015,Chris Johnson, SG
107676,2015,Elliot Williams, SG
107676,2015,Nate Robinson, PG
96056,2015,Toure' Murry, SF
96056,2015,Jorge Gutierrez, G
92514,2015,Bryce Cotton, G
59686,2015,Jack Cooley, F
59686,2015,Jabari Brown, SG
59686,2015,Tim Frazier, PG
53838,2015,Tyrus Thomas, PF
53838,2015,A.J. Price, PG
53838,2015,Austin Daye, SF
48028,2015,Ricky Ledo, SG
48028,2015,Seth Curry, SG
29843,2015,Andre Dawkins, SG
29483,2015,David Stockton, G
30453805,2014,Kobe Bryant, SF
22721381,2014,Dirk Nowitzki, F
21679893,2014,Amar'e Stoudemire, C
21466718,2014,Joe Johnson, G
21388953,2014,Carmelo Anthony, PF
20513178,2014,Dwight Howard, C
19285850,2014,Pau Gasol, PF
19067500,2014,Chris Bosh, PF
19067500,2014,LeBron James, SF
18673000,2014,Dwyane Wade, G
18668431,2014,Chris Paul, PG
18466130,2014,Deron Williams, PG
18238333,2014,Zach Randolph, F
17888932,2014,Rudy Gay, SF
17832627,2014,Kevin Durant, SF
17632688,2014,Derrick Rose, PG
16441500,2014,Blake Griffin, PF
15333334,2014,Paul Pierce, SF
15300000,2014,Carlos Boozer, PF
14878000,2014,LaMarcus Aldridge, PF
14860523,2014,Marc Gasol, C
14693906,2014,Brook Lopez, C
14693906,2014,Russell Westbrook, PG
14693906,2014,Kevin Love, PF
14487500,2014,Emeka Okafor, C
14283844,2014,Eric Gordon, SG
14283844,2014,Roy Hibbert, C
14275000,2014,Luol Deng, F
14100538,2014,Tyson Chandler, C
14000000,2014,Andrew Bogut, C
13878000,2014,David Lee, PF
13701250,2014,James Harden, SG
13500000,2014,Al Jefferson, C
13500000,2014,Josh Smith, PF
13000000,2014,Nene Hilario, C
12868632,2014,Andre Iguodala, SG
12500000,2014,Tony Parker, G
12433735,2014,Kevin Garnett, PF
12350000,2014,Serge Ibaka, C
12100000,2014,Nikola Pekovic, C
12000000,2014,Al Horford, PF
12000000,2014,Kris Humphries, PF
12000000,2014,David West, F
11954545,2014,Rajon Rondo, PG
11862500,2014,Andrea Bargnani, C
11796247,2014,Tyreke Evans, G
